Package Name,Version,License,Source URL
nice-try,1.0.5,MIT,https://github.com/electerious/nice-try.git
path-key,2.0.1,MIT,sindresorhus/path-key
shebang-command,1.2.0,MIT,kevva/shebang-command
which,1.3.1,ISC,git://github.com/isaacs/node-which.git
cross-spawn,7.0.3,MIT,git@github.com:moxystudio/node-cross-spawn.git
path-key,3.1.1,MIT,sindresorhus/path-key
shebang-command,2.0.0,MIT,kevva/shebang-command
which,2.0.2,ISC,git://github.com/isaacs/node-which.git
crypto-browserify,3.12.0,MIT,git://github.com/crypto-browserify/crypto-browserify.git
diffie-hellman,5.0.3,MIT,https://github.com/crypto-browserify/diffie-hellman.git
pbkdf2,3.1.1,MIT,https://github.com/crypto-browserify/pbkdf2.git
public-encrypt,4.0.3,MIT,https://github.com/crypto-browserify/publicEncrypt.git
randomfill,1.0.4,MIT,https://github.com/crypto-browserify/randomfill.git
cyclist,1.0.1,MIT,git://github.com/mafintosh/cyclist
ms,2.0.0,MIT,zeit/ms
debug,3.2.7,MIT,git://github.com/visionmedia/debug.git
ms,2.1.2,MIT,zeit/ms
decode-uri-component,0.2.0,MIT,SamVerschueren/decode-uri-component
deep-is,0.1.3,MIT,http://github.com/thlorenz/deep-is.git
object-keys,1.1.1,MIT,git://github.com/ljharb/object-keys.git
is-descriptor,0.1.6,MIT,jonschlinkert/is-descriptor
is-descriptor,1.0.2,MIT,jonschlinkert/is-descriptor
define-property,2.0.2,MIT,jonschlinkert/define-property
destroy,1.0.4,MIT,stream-utils/destroy
miller-rabin,4.0.1,MIT,git@github.com:indutny/miller-rabin
doctrine,2.1.0,Apache-2.0,eslint/doctrine
doctrine,3.0.0,Apache-2.0,eslint/doctrine
domain-browser,1.2.0,MIT,https://github.com/bevry/domain-browser.git
duplexify,3.7.1,MIT,git://github.com/mafintosh/duplexify
end-of-stream,1.4.4,MIT,git://github.com/mafintosh/end-of-stream.git
stream-shift,1.0.1,MIT,https://github.com/mafintosh/stream-shift.git
ee-first,1.1.1,MIT,jonathanong/ee-first
hash.js,1.1.7,MIT,git@github.com:indutny/hash.js
hmac-drbg,1.0.1,MIT,git+ssh://git@github.com/indutny/hmac-drbg.git
minimalistic-crypto-utils,1.0.1,MIT,git+ssh://git@github.com/indutny/minimalistic-crypto-utils.git
emoji-regex,7.0.3,MIT,https://github.com/mathiasbynens/emoji-regex.git
emoji-regex,8.0.0,MIT,https://github.com/mathiasbynens/emoji-regex.git
emojis-list,3.0.0,MIT,git+https://github.com/kikobeats/emojis-list.git
encodeurl,1.0.2,MIT,pillarjs/encodeurl
once,1.4.0,ISC,git://github.com/isaacs/once
enhanced-resolve,4.3.0,,git://github.com/webpack/enhanced-resolve.git
memory-fs,0.5.0,MIT,https://github.com/webpack/memory-fs.git
tapable,1.1.3,MIT,http://github.com/webpack/tapable.git
enquirer,2.3.6,MIT,enquirer/enquirer
errno,0.1.7,MIT,https://github.com/rvagg/node-errno.git
prr,1.0.1,MIT,https://github.com/rvagg/prr.git
error-stack-parser,2.0.6,MIT,git://github.com/stacktracejs/error-stack-parser.git
stackframe,1.2.0,MIT,git://github.com/stacktracejs/stackframe.git
es-to-primitive,1.2.1,MIT,git://github.com/ljharb/es-to-primitive.git
get-symbol-description,1.0.0,MIT,git+https://github.com/inspect-js/get-symbol-description.git
has-symbols,1.0.3,MIT,git://github.com/inspect-js/has-symbols.git
has,1.0.3,MIT,git://github.com/tarruda/has.git
internal-slot,1.0.3,MIT,git+https://github.com/ljharb/internal-slot.git
is-callable,1.2.4,MIT,git://github.com/inspect-js/is-callable.git
is-negative-zero,2.0.2,MIT,git://github.com/inspect-js/is-negative-zero.git
is-regex,1.1.4,MIT,git://github.com/inspect-js/is-regex.git
is-shared-array-buffer,1.0.1,MIT,git+https://github.com/inspect-js/is-shared-array-buffer.git
is-weakref,1.0.2,MIT,git+https://github.com/inspect-js/is-weakref.git
object-inspect,1.12.0,MIT,git://github.com/inspect-js/object-inspect.git
string.prototype.trimend,1.0.4,MIT,git://github.com/es-shims/String.prototype.trimEnd.git
string.prototype.trimstart,1.0.4,MIT,git://github.com/es-shims/String.prototype.trimStart.git
unbox-primitive,1.0.1,MIT,git+https://github.com/ljharb/unbox-primitive.git
is-date-object,1.0.2,MIT,git://github.com/ljharb/is-date-object.git
is-symbol,1.0.3,MIT,git://github.com/inspect-js/is-symbol.git
escape-html,1.0.3,MIT,component/escape-html
escape-string-regexp,4.0.0,MIT,sindresorhus/escape-string-regexp
eslint-config-airbnb-base,13.2.0,MIT,https://github.com/airbnb/javascript
eslint-plugin-import,2.25.4,MIT,https://github.com/import-js/eslint-plugin-import
eslint,5.16.0,MIT,eslint/eslint
object.entries,1.1.5,MIT,git://github.com/es-shims/Object.entries.git
eslint-config-airbnb-base,14.2.1,MIT,https://github.com/airbnb/javascript
eslint,7.32.0,MIT,eslint/eslint
eslint-friendly-formatter,4.0.1,MIT,royriojas/eslint-friendly-formatter
extend,3.0.2,MIT,https://github.com/justmoon/node-extend.git
minimist,1.2.5,MIT,git://github.com/substack/minimist.git
strip-ansi,4.0.0,MIT,chalk/strip-ansi
text-table,0.2.0,MIT,git://github.com/substack/text-table.git
eslint-import-resolver-node,0.3.6,MIT,https://github.com/import-js/eslint-plugin-import
resolve,1.22.0,MIT,git://github.com/browserify/resolve.git
eslint-loader,2.2.1,MIT,https://github.com/webpack-contrib/eslint-loader.git
loader-fs-cache,1.0.3,MIT,https://github.com/viankakrisna/loader-fs-cache.git
object-hash,1.3.1,MIT,https://github.com/puleos/object-hash
eslint-module-utils,2.7.3,MIT,git+https://github.com/import-js/eslint-plugin-import.git
find-up,2.1.0,MIT,sindresorhus/find-up
is-core-module,2.8.1,MIT,git+https://github.com/inspect-js/is-core-module.git
object.values,1.1.5,MIT,git://github.com/es-shims/Object.values.git
tsconfig-paths,3.14.0,MIT,https://github.com/dividab/tsconfig-paths
esrecurse,4.3.0,BSD-2-Clause,https://github.com/estools/esrecurse.git
estraverse,4.3.0,BSD-2-Clause,http://github.com/estools/estraverse.git
eslint-scope,4.0.3,BSD-2-Clause,eslint/eslint-scope
eslint-scope,5.1.1,BSD-2-Clause,eslint/eslint-scope
eslint-utils,1.4.3,MIT,git+https://github.com/mysticatea/eslint-utils.git
eslint-utils,2.1.0,MIT,git+https://github.com/mysticatea/eslint-utils.git
eslint-visitor-keys,2.1.0,Apache-2.0,eslint/eslint-visitor-keys
espree,5.0.1,BSD-2-Clause,eslint/espree
esquery,1.4.0,BSD-3-Clause,https://github.com/estools/esquery.git
file-entry-cache,5.0.1,MIT,royriojas/file-entry-cache
functional-red-black-tree,1.0.1,MIT,git://github.com/mikolalysenko/functional-red-black-tree.git
imurmurhash,0.1.4,MIT,https://github.com/jensyt/imurmurhash-js
inquirer,6.5.2,MIT,SBoudrias/Inquirer.js
json-stable-stringify-without-jsonify,1.0.1,MIT,git://github.com/samn/json-stable-stringify.git
levn,0.3.0,MIT,git://github.com/gkz/levn.git
natural-compare,1.4.0,MIT,git://github.com/litejs/natural-compare-lite.git
optionator,0.8.3,MIT,git://github.com/gkz/optionator.git
path-is-inside,1.0.2,(WTFPL OR MIT),domenic/path-is-inside
progress,2.0.3,MIT,git://github.com/visionmedia/node-progress
regexpp,2.0.1,MIT,git+https://github.com/mysticatea/regexpp.git
strip-json-comments,2.0.1,MIT,sindresorhus/strip-json-comments
table,5.4.6,BSD-3-Clause,https://github.com/gajus/table
file-entry-cache,6.0.1,MIT,royriojas/file-entry-cache
is-glob,4.0.1,MIT,micromatch/is-glob
levn,0.4.1,MIT,git://github.com/gkz/levn.git
lodash.merge,4.6.2,MIT,lodash/lodash
optionator,0.9.1,MIT,git://github.com/gkz/optionator.git
regexpp,3.2.0,MIT,git+https://github.com/mysticatea/regexpp.git
semver,7.3.5,ISC,https://github.com/npm/node-semver
strip-ansi,6.0.0,MIT,chalk/strip-ansi
table,6.8.0,BSD-3-Clause,https://github.com/gajus/table
v8-compile-cache,2.1.1,MIT,https://github.com/zertosh/v8-compile-cache.git
esprima,4.0.1,BSD-2-Clause,https://github.com/jquery/esprima.git
estraverse,5.2.0,BSD-2-Clause,http://github.com/estools/estraverse.git
etag,1.8.1,MIT,jshttp/etag
eventemitter3,4.0.4,MIT,git://github.com/primus/eventemitter3.git
events,3.2.0,MIT,git://github.com/Gozala/events.git
expand-brackets,2.1.4,MIT,jonschlinkert/expand-brackets
posix-character-classes,0.1.1,MIT,jonschlinkert/posix-character-classes
regex-not,1.0.2,MIT,jonschlinkert/regex-not
express,4.17.1,MIT,expressjs/express
finalhandler,1.1.2,MIT,pillarjs/finalhandler
fresh,0.5.2,MIT,jshttp/fresh
merge-descriptors,1.0.1,MIT,component/merge-descriptors
methods,1.1.2,MIT,jshttp/methods
parseurl,1.3.3,MIT,pillarjs/parseurl
path-to-regexp,0.1.7,MIT,https://github.com/component/path-to-regexp.git
proxy-addr,2.0.6,MIT,jshttp/proxy-addr
range-parser,1.2.1,MIT,jshttp/range-parser
send,0.17.1,MIT,pillarjs/send
serve-static,1.14.1,MIT,expressjs/serve-static
setprototypeof,1.1.1,ISC,https://github.com/wesleytodd/setprototypeof.git
statuses,1.5.0,MIT,jshttp/statuses
utils-merge,1.0.1,MIT,git://github.com/jaredhanson/utils-merge.git
vary,1.1.2,MIT,jshttp/vary
is-extendable,0.1.1,MIT,jonschlinkert/is-extendable
extend-shallow,3.0.2,MIT,jonschlinkert/extend-shallow
is-extendable,1.0.1,MIT,jonschlinkert/is-extendable
external-editor,3.1.0,MIT,git+https://github.com/mrkmg/node-external-editor.git
tmp,0.0.33,MIT,raszi/node-tmp
extglob,2.0.4,MIT,micromatch/extglob
fragment-cache,0.2.1,MIT,jonschlinkert/fragment-cache
fast-levenshtein,2.0.6,MIT,https://github.com/hiddentao/fast-levenshtein.git
figures,2.0.0,MIT,sindresorhus/figures
flat-cache,2.0.1,MIT,royriojas/flat-cache
flat-cache,3.0.4,MIT,royriojas/flat-cache
is-number,3.0.0,MIT,jonschlinkert/is-number
repeat-string,1.6.1,MIT,jonschlinkert/repeat-string
to-regex-range,2.1.1,MIT,micromatch/to-regex-range
to-regex-range,5.0.1,MIT,micromatch/to-regex-range
unpipe,1.0.0,MIT,stream-utils/unpipe
find-cache-dir,0.1.1,MIT,jamestalmage/find-cache-dir
pkg-dir,1.0.0,MIT,sindresorhus/pkg-dir
make-dir,2.1.0,MIT,sindresorhus/make-dir
pkg-dir,3.0.0,MIT,sindresorhus/pkg-dir
find-up,1.1.2,MIT,sindresorhus/find-up
path-exists,2.1.0,MIT,sindresorhus/path-exists
pinkie-promise,2.0.1,MIT,floatdrop/pinkie-promise
locate-path,2.0.0,MIT,sindresorhus/locate-path
find-up,3.0.0,MIT,sindresorhus/find-up
locate-path,3.0.0,MIT,sindresorhus/locate-path
flatted,2.0.2,ISC,git+https://github.com/WebReflection/flatted.git
rimraf,2.6.3,ISC,git://github.com/isaacs/rimraf.git
write,1.0.3,MIT,jonschlinkert/write
flatted,3.2.5,ISC,git+https://github.com/WebReflection/flatted.git
rimraf,3.0.2,ISC,git://github.com/isaacs/rimraf.git
flush-write-stream,1.1.1,MIT,https://github.com/mafintosh/flush-write-stream.git
follow-redirects,1.13.0,MIT,git@github.com:follow-redirects/follow-redirects.git
for-in,1.0.2,MIT,jonschlinkert/for-in
forwarded,0.1.2,MIT,jshttp/forwarded
map-cache,0.2.2,MIT,jonschlinkert/map-cache
friendly-errors-webpack-plugin,1.7.0,MIT,git+https://github.com/geowarin/friendly-errors-webpack-plugin.git
string-width,2.1.1,MIT,sindresorhus/string-width
from2,2.3.0,MIT,git://github.com/hughsk/from2
fs.realpath,1.0.0,ISC,git+https://github.com/isaacs/fs.realpath.git
nan,2.14.1,MIT,git://github.com/nodejs/nan.git
is-glob,3.1.0,MIT,jonschlinkert/is-glob
path-dirname,1.0.2,MIT,es128/path-dirname
inflight,1.0.6,ISC,https://github.com/npm/inflight.git
type-fest,0.20.2,(MIT OR CC0-1.0),sindresorhus/type-fest
has-bigints,1.0.1,MIT,git+https://github.com/ljharb/has-bigints.git
has-flag,3.0.0,MIT,sindresorhus/has-flag
has-flag,4.0.0,MIT,sindresorhus/has-flag
has-symbols,1.0.1,MIT,git://github.com/ljharb/has-symbols.git
has-tostringtag,1.0.0,MIT,git+https://github.com/inspect-js/has-tostringtag.git
has-value,0.3.1,MIT,jonschlinkert/has-value
has-values,0.1.4,MIT,jonschlinkert/has-values
isobject,2.1.0,MIT,jonschlinkert/isobject
has-values,1.0.0,MIT,jonschlinkert/has-values
kind-of,4.0.0,MIT,jonschlinkert/kind-of
hash-base,3.1.0,MIT,https://github.com/crypto-browserify/hash-base.git
inherits,2.0.3,ISC,git://github.com/isaacs/inherits
toidentifier,1.0.0,MIT,component/toidentifier
http-proxy-middleware,1.0.5,MIT,https://github.com/chimurai/http-proxy-middleware.git
http-proxy,1.18.1,MIT,https://github.com/http-party/node-http-proxy.git
micromatch,4.0.2,MIT,micromatch/micromatch
requires-port,1.0.0,MIT,https://github.com/unshiftio/requires-port
https-browserify,1.0.0,MIT,git://github.com/substack/https-browserify.git
safer-buffer,2.1.2,MIT,git+https://github.com/ChALkeR/safer-buffer.git
parent-module,1.0.1,MIT,sindresorhus/parent-module
resolve-from,4.0.0,MIT,sindresorhus/resolve-from
wrappy,1.0.2,ISC,https://github.com/npm/wrappy
inherits,2.0.1,ISC,git://github.com/isaacs/inherits
mute-stream,0.0.7,ISC,git://github.com/isaacs/mute-stream
run-async,2.4.1,MIT,SBoudrias/run-async
rxjs,6.6.2,Apache-2.0,https://github.com/reactivex/rxjs.git
strip-ansi,5.2.0,MIT,chalk/strip-ansi
through,2.3.8,MIT,https://github.com/dominictarr/through.git
side-channel,1.0.4,MIT,git+https://github.com/ljharb/side-channel.git
loose-envify,1.4.0,MIT,git://github.com/zertosh/loose-envify.git
ipaddr.js,1.9.1,MIT,git://github.com/whitequark/ipaddr.js
is-accessor-descriptor,0.1.6,MIT,jonschlinkert/is-accessor-descriptor
kind-of,3.2.2,MIT,jonschlinkert/kind-of
is-accessor-descriptor,1.0.0,MIT,jonschlinkert/is-accessor-descriptor
kind-of,6.0.3,MIT,jonschlinkert/kind-of
is-bigint,1.0.4,MIT,git+https://github.com/inspect-js/is-bigint.git
is-boolean-object,1.1.2,MIT,git://github.com/inspect-js/is-boolean-object.git
is-buffer,1.1.6,MIT,git://github.com/feross/is-buffer.git
is-data-descriptor,0.1.4,MIT,jonschlinkert/is-data-descriptor
is-data-descriptor,1.0.0,MIT,jonschlinkert/is-data-descriptor
kind-of,5.1.0,MIT,jonschlinkert/kind-of
is-plain-object,2.0.4,MIT,jonschlinkert/is-plain-object
is-extglob,2.1.1,MIT,jonschlinkert/is-extglob
is-fullwidth-code-point,2.0.0,MIT,sindresorhus/is-fullwidth-code-point
is-fullwidth-code-point,3.0.0,MIT,sindresorhus/is-fullwidth-code-point
is-number-object,1.0.6,MIT,git://github.com/inspect-js/is-number-object.git
is-number,7.0.0,MIT,jonschlinkert/is-number
is-windows,1.0.2,MIT,jonschlinkert/is-windows
is-wsl,1.1.0,MIT,sindresorhus/is-wsl
isexe,2.0.0,ISC,git+https://github.com/isaacs/isexe.git
jsesc,0.5.0,,https://github.com/mathiasbynens/jsesc.git
json-parse-better-errors,1.0.2,MIT,https://github.com/zkat/json-parse-better-errors
json5,1.0.1,MIT,git+https://github.com/json5/json5.git
leven,3.1.0,MIT,sindresorhus/leven
prelude-ls,1.1.2,,git://github.com/gkz/prelude-ls.git
type-check,0.3.2,MIT,git://github.com/gkz/type-check.git
prelude-ls,1.2.1,MIT,git://github.com/gkz/prelude-ls.git
type-check,0.4.0,MIT,git://github.com/gkz/type-check.git
loader-runner,2.4.0,MIT,git+https://github.com/webpack/loader-runner.git
p-locate,2.0.0,MIT,sindresorhus/p-locate
path-exists,3.0.0,MIT,sindresorhus/path-exists
p-locate,3.0.0,MIT,sindresorhus/p-locate
lodash.truncate,4.4.2,MIT,lodash/lodash
yallist,3.1.1,ISC,git+https://github.com/isaacs/yallist.git
lru-cache,6.0.0,ISC,git://github.com/isaacs/node-lru-cache.git
yallist,4.0.0,ISC,git+https://github.com/isaacs/yallist.git
media-typer,0.3.0,MIT,jshttp/media-typer
memory-fs,0.4.1,MIT,https://github.com/webpack/memory-fs.git
nanomatch,1.2.13,MIT,micromatch/nanomatch
object.pick,1.3.0,MIT,jonschlinkert/object.pick
mime-db,1.44.0,MIT,jshttp/mime-db
mime,1.6.0,MIT,https://github.com/broofa/node-mime
mimic-fn,1.2.0,MIT,sindresorhus/mimic-fn
parallel-transform,1.2.0,MIT,git://github.com/mafintosh/parallel-transform
pump,3.0.0,MIT,git://github.com/mafintosh/pump.git
pumpify,1.5.1,MIT,git://github.com/mafintosh/pumpify
stream-each,1.2.3,MIT,https://github.com/mafintosh/stream-each.git
through2,2.0.5,MIT,https://github.com/rvagg/through2.git
ms,2.1.1,MIT,zeit/ms
1to2,1.0.0,MIT,git://github.com/nodejs/nan.git
neo-async,2.6.2,MIT,git@github.com:suguru03/neo-async.git
node-libs-browser,2.2.1,MIT,git+https://github.com/webpack/node-libs-browser.git
object-copy,0.1.0,MIT,jonschlinkert/object-copy
onetime,2.0.1,MIT,sindresorhus/onetime
os-browserify,0.3.0,MIT,http://github.com/CoderPuppy/os-browserify.git
os-tmpdir,1.0.2,MIT,sindresorhus/os-tmpdir
p-limit,1.3.0,MIT,sindresorhus/p-limit
p-try,1.0.0,MIT,sindresorhus/p-try
path-browserify,0.0.1,MIT,git://github.com/substack/path-browserify.git
path-parse,1.0.6,MIT,https://github.com/jbgutierrez/path-parse.git
pinkie,2.0.4,MIT,floatdrop/pinkie
process-nextick-args,2.0.1,MIT,https://github.com/calvinmetcalf/process-nextick-args.git
process,0.11.10,MIT,git://github.com/shtylman/node-process.git
punycode,1.4.1,MIT,https://github.com/bestiejs/punycode.js.git
querystring-es3,0.2.1,,git://github.com/mike-spainhower/querystring.git
querystring,0.2.0,,git://github.com/Gozala/querystring.git
regenerate-unicode-properties,8.2.0,MIT,https://github.com/mathiasbynens/regenerate-unicode-properties.git
regenerate,1.4.1,MIT,https://github.com/mathiasbynens/regenerate.git
regjsgen,0.5.2,MIT,https://github.com/bnjmnt4n/regjsgen.git
regjsparser,0.6.4,BSD-2-Clause,git@github.com:jviereck/regjsparser.git
remove-trailing-separator,1.1.0,ISC,git+https://github.com/darsain/remove-trailing-separator.git
resolve-url,0.2.1,MIT,lydell/resolve-url
ret,0.1.15,MIT,git://github.com/fent/ret.js.git
safe-regex,1.1.0,MIT,git://github.com/substack/safe-regex.git
serialize-javascript,3.1.0,BSD-3-Clause,git+https://github.com/yahoo/serialize-javascript.git
setimmediate,1.0.5,MIT,YuzuJS/setImmediate
shebang-regex,1.0.0,MIT,sindresorhus/shebang-regex
signal-exit,3.0.3,ISC,https://github.com/tapjs/signal-exit.git
slice-ansi,2.1.0,MIT,chalk/slice-ansi
snapdragon-util,3.0.1,MIT,jonschlinkert/snapdragon-util
source-list-map,2.0.1,MIT,https://github.com/webpack/source-list-map.git
source-map-resolve,0.5.3,MIT,lydell/source-map-resolve
source-map-support,0.5.19,MIT,https://github.com/evanw/node-source-map-support
source-map-url,0.4.0,MIT,lydell/source-map-url
stream-browserify,2.0.2,MIT,git://github.com/browserify/stream-browserify.git
stream-http,2.8.3,MIT,git://github.com/jhiesey/stream-http.git
string_decoder,1.1.1,MIT,git://github.com/nodejs/string_decoder.git
strip-bom,3.0.0,MIT,sindresorhus/strip-bom
supports-preserve-symlinks-flag,1.0.0,MIT,git+https://github.com/inspect-js/node-supports-preserve-symlinks-flag.git
terser-webpack-plugin,1.4.4,MIT,webpack-contrib/terser-webpack-plugin
terser,4.8.0,BSD-2-Clause,https://github.com/terser/terser
timers-browserify,2.0.11,MIT,git://github.com/jryans/timers-browserify.git
to-arraybuffer,1.0.1,MIT,git://github.com/jhiesey/to-arraybuffer.git
ts-loader,7.0.5,MIT,https://github.com/TypeStrong/ts-loader.git
tslib,2.3.1,0BSD,https://github.com/Microsoft/tslib.git
tty-browserify,0.0.0,MIT,git://github.com/substack/tty-browserify.git
unicode-canonical-property-names-ecmascript,1.0.4,MIT,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript.git
unicode-match-property-ecmascript,1.0.4,MIT,https://github.com/mathiasbynens/unicode-match-property-ecmascript.git
unicode-match-property-value-ecmascript,1.2.0,MIT,https://github.com/mathiasbynens/unicode-match-property-value-ecmascript.git
unicode-property-aliases-ecmascript,1.1.0,MIT,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript.git
unique-slug,2.0.2,ISC,git://github.com/iarna/unique-slug.git
urix,0.1.0,MIT,lydell/urix
url,0.11.0,MIT,https://github.com/defunctzombie/node-url.git
use,3.1.1,MIT,jonschlinkert/use
util-deprecate,1.0.2,MIT,git://github.com/TooTallNate/util-deprecate.git
util,0.11.1,MIT,git://github.com/defunctzombie/node-util
vm-browserify,1.1.2,MIT,http://github.com/substack/vm-browserify.git
watchpack-chokidar2,2.0.1,MIT,https://github.com/webpack/watchpack.git
watchpack,1.7.4,MIT,https://github.com/webpack/watchpack.git
webpack-sources,1.4.3,MIT,git+https://github.com/webpack/webpack-sources.git
which-boxed-primitive,1.0.2,MIT,git+https://github.com/inspect-js/which-boxed-primitive.git
word-wrap,1.2.3,MIT,jonschlinkert/word-wrap
worker-farm,1.7.0,MIT,https://github.com/rvagg/node-worker-farm.git
worker-loader,2.0.0,MIT,https://github.com/webpack-contrib/worker-loader.git
xtend,4.0.2,MIT,git://github.com/Raynos/xtend.git
p-limit,2.3.0,MIT,sindresorhus/p-limit
p-try,2.2.0,MIT,sindresorhus/p-try
path-parse,1.0.7,MIT,https://github.com/jbgutierrez/path-parse.git
pump,2.0.1,MIT,git://github.com/mafintosh/pump.git
punycode,1.3.2,MIT,https://github.com/bestiejs/punycode.js.git
punycode,2.1.1,MIT,https://github.com/bestiejs/punycode.js.git
schema-utils,0.4.7,MIT,https://github.com/webpack-contrib/schema-utils
schema-utils,1.0.0,MIT,https://github.com/webpack-contrib/schema-utils
semver,6.3.0,ISC,https://github.com/npm/node-semver
shebang-regex,3.0.0,MIT,sindresorhus/shebang-regex
slice-ansi,4.0.0,MIT,chalk/slice-ansi
source-map,0.6.1,BSD-3-Clause,http://github.com/mozilla/source-map.git
string-width,3.1.0,MIT,sindresorhus/string-width
string-width,4.2.3,MIT,sindresorhus/string-width
strip-ansi,6.0.1,MIT,chalk/strip-ansi
typescript,3.9.10,Apache-2.0,https://github.com/Microsoft/TypeScript.git
